session_id,user_id,city,hour,day_of_week,meal_time,user_segment,user_frequency,user_order_count,user_avg_order_value,restaurant_id,restaurant_type,cuisine_type,restaurant_rating,cart_items,cart_size,cart_value,has_main,has_side,has_drink,has_dessert,true_addon,addon_price,addon_category
3232,4389,Delhi,11,5,lunch,premium,new,28,541.7,647,chain,Continental,4.1,"Paneer Tikka,Hakka Noodles",2,410,1,0,0,0,Naan,40,Bread
3233,4164,Kolkata,18,5,dinner,premium,new,3,760.78,508,independent,Chinese,4.0,"Paneer Tikka,Chicken Wings,Chicken Fried Rice,Coke",4,660,1,0,1,0,Raita,60,Side
3234,2138,Kolkata,10,3,breakfast,occasional,new,22,430.36,532,chain,Mixed,4.7,"Roti,Naan",2,70,0,0,0,0,Salan,70,Side
3235,283,Kolkata,22,1,late_night,occasional,new,10,514.84,159,chain,Chinese,3.7,Chicken Fried Rice,1,210,1,0,0,0,Ice Cream,90,Dessert
3236,2465,Mumbai,8,2,breakfast,budget,regular,29,903.44,71,independent,Continental,4.0,"Paneer Tikka,Salad,Fresh Lime",3,370,1,0,1,0,Raita,60,Side
3237,3542,Delhi,13,0,lunch,occasional,power,25,765.1,32,chain,Chinese,3.5,"Hakka Noodles,Lassi,Chicken Wings,Butter Chicken",4,760,1,0,1,0,Ice Cream,90,Dessert
3238,5811,Bangalore,15,5,dinner,occasional,regular,11,417.34,641,independent,Continental,3.9,"Dal Makhani,Ice Cream,Fresh Lime,Chicken Wings",4,510,1,0,1,1,Naan,40,Bread
3239,1434,Mumbai,19,5,dinner,budget,power,7,517.46,726,independent,Indian,3.7,Biryani,1,280,1,0,0,0,Salan,70,Side
3240,4179,Delhi,16,4,dinner,budget,regular,18,332.32,90,independent,Mixed,4.1,Dal Makhani,1,180,1,0,0,0,Papad,25,Side
3241,5933,Delhi,12,5,lunch,occasional,regular,9,323.83,479,chain,Chinese,3.6,Butter Chicken,1,320,1,0,0,0,Coke,50,Drink
3242,2551,Delhi,12,3,lunch,occasional,new,11,778.61,386,chain,Continental,4.1,Biryani,1,280,1,0,0,0,Coke,50,Drink
3243,3795,Mumbai,19,1,dinner,budget,new,3,994.91,193,independent,Mixed,4.1,"Biryani,Paneer Tikka",2,500,1,0,0,0,Raita,60,Side
3244,1574,Delhi,14,4,lunch,premium,power,2,600.34,510,independent,Indian,4.0,"Biryani,Hakka Noodles,Brownie",3,570,1,0,0,1,Gulab Jamun,80,Dessert
3245,1479,Kolkata,15,4,dinner,budget,new,23,608.79,505,independent,Mixed,4.5,Butter Chicken,1,320,1,0,0,0,Raita,60,Side
3246,4520,Delhi,20,4,late_night,premium,regular,11,682.3,561,independent,Chinese,4.3,"Rasgulla,Lassi",2,140,0,0,1,1,Gulab Jamun,80,Dessert
3247,3389,Kolkata,18,5,dinner,occasional,power,4,580.98,276,chain,Chinese,4.7,"Butter Chicken,Fresh Lime,Brownie,Naan",4,520,1,0,1,1,Biryani,280,Main
3248,5185,Delhi,18,6,dinner,budget,new,3,338.65,476,independent,Continental,4.7,Chicken Fried Rice,1,210,1,0,0,0,Coke,50,Drink
3249,2816,Mumbai,10,1,breakfast,budget,regular,10,333.99,246,independent,Indian,3.8,"Paneer Tikka,Salad,Samosa,Dal Makhani",4,530,1,0,0,0,Coke,50,Drink
3250,1278,Hyderabad,10,1,breakfast,budget,regular,20,776.9,749,chain,Chinese,4.6,"Hakka Noodles,Samosa,Butter Chicken",3,550,1,0,0,0,Naan,40,Bread
3251,288,Hyderabad,22,4,late_night,premium,regular,21,671.17,623,independent,Continental,4.0,"Biryani,Brownie,Dal Makhani,Salad",4,650,1,0,0,1,Gulab Jamun,80,Dessert
3252,1358,Hyderabad,22,1,late_night,premium,regular,11,400.25,203,chain,Mixed,4.7,"Butter Chicken,Hakka Noodles",2,510,1,0,0,0,Brownie,100,Dessert
3253,3692,Kolkata,8,2,breakfast,budget,regular,5,608.3,787,independent,Indian,4.1,"Biryani,Ice Cream,Chicken Wings,Hakka Noodles",4,740,1,0,0,1,Mineral Water,20,Drink
3254,3935,Hyderabad,9,1,breakfast,premium,regular,23,395.99,435,independent,Chinese,3.6,Paneer Tikka,1,220,1,0,0,0,Raita,60,Side
3255,1246,Kolkata,15,0,dinner,budget,regular,10,991.96,255,chain,Indian,3.9,"Hakka Noodles,Rasgulla",2,260,1,0,0,1,Chicken Wings,180,Starter
3256,3037,Kolkata,9,0,breakfast,premium,power,10,919.39,301,chain,Chinese,4.4,"Hakka Noodles,Chicken Fried Rice",2,400,1,0,0,0,Coke,50,Drink
3257,4593,Kolkata,18,4,dinner,occasional,new,1,548.37,64,chain,Indian,3.9,Chicken Fried Rice,1,210,1,0,0,0,Rasgulla,70,Dessert
3258,4248,Hyderabad,17,6,dinner,occasional,power,3,331.81,562,independent,Mixed,4.2,"Gulab Jamun,Ice Cream,Spring Rolls,Samosa",4,330,0,0,0,1,Lassi,70,Drink
3259,1839,Mumbai,20,1,late_night,budget,regular,5,644.78,447,independent,Chinese,4.5,Dal Makhani,1,180,1,0,0,0,Roti,30,Bread
3260,5879,Mumbai,13,3,lunch,budget,new,24,884.97,68,chain,Chinese,3.5,Paneer Tikka,1,220,1,0,0,0,Naan,40,Bread
3261,3940,Delhi,10,1,breakfast,occasional,new,23,218.41,575,chain,Chinese,3.6,"Hakka Noodles,Biryani",2,470,1,0,0,0,Coke,50,Drink
3262,335,Mumbai,23,1,late_night,occasional,new,3,222.29,355,independent,Continental,3.9,"Ice Cream,Samosa,Paneer Tikka,Rasgulla",4,420,1,0,0,1,Coke,50,Drink
3263,1221,Kolkata,22,4,late_night,budget,regular,8,959.63,116,chain,Chinese,3.6,Salad,1,90,0,0,0,0,Paneer Tikka,220,Main
3264,955,Mumbai,19,1,dinner,premium,regular,6,300.23,446,chain,Indian,4.3,Salan,1,70,0,1,0,0,Fresh Lime,60,Drink
3265,5530,Kolkata,11,5,lunch,premium,regular,8,567.93,157,independent,Continental,4.3,Paneer Tikka,1,220,1,0,0,0,Coke,50,Drink
3266,2050,Delhi,22,0,late_night,occasional,regular,4,714.71,108,chain,Indian,4.4,"Butter Chicken,Chicken Fried Rice",2,530,1,0,0,0,Naan,40,Bread
3267,1539,Kolkata,21,3,late_night,budget,regular,9,674.41,179,chain,Continental,3.9,"Paneer Tikka,Salan,Naan,Raita",4,390,1,1,0,0,Coke,50,Drink
3268,1008,Mumbai,18,1,dinner,occasional,new,9,404.15,710,independent,Continental,4.5,"Spring Rolls,Paneer Tikka",2,340,1,0,0,0,Coke,50,Drink
3269,174,Kolkata,21,1,late_night,premium,power,22,644.26,33,chain,Chinese,4.0,"Chicken Fried Rice,Salad",2,300,1,0,0,0,Ice Cream,90,Dessert
3270,4415,Mumbai,13,0,lunch,premium,power,4,420.27,177,independent,Indian,3.6,"Dal Makhani,Biryani",2,460,1,0,0,0,Roti,30,Bread
3271,1670,Hyderabad,19,6,dinner,occasional,power,23,292.96,6,chain,Continental,4.7,Chicken Fried Rice,1,210,1,0,0,0,Spring Rolls,120,Starter
3272,886,Mumbai,9,1,breakfast,occasional,new,22,719.49,655,chain,Mixed,3.9,"Chicken Fried Rice,Coke",2,260,1,0,1,0,Spring Rolls,120,Starter
3273,5855,Mumbai,21,6,late_night,occasional,power,5,880.74,195,chain,Chinese,3.9,"Paneer Tikka,Chicken Wings",2,400,1,0,0,0,Naan,40,Bread
3274,3399,Mumbai,20,0,late_night,budget,regular,14,203.53,364,chain,Chinese,4.3,Chicken Fried Rice,1,210,1,0,0,0,Coke,50,Drink
3275,4554,Hyderabad,18,1,dinner,occasional,new,15,996.76,714,chain,Continental,3.8,"Butter Chicken,Rasgulla,Chicken Wings,Dal Makhani",4,750,1,0,0,1,Roti,30,Bread
3276,305,Bangalore,16,6,dinner,occasional,new,11,431.36,773,chain,Indian,4.4,"Paneer Tikka,Coke,Chicken Wings",3,450,1,0,1,0,Raita,60,Side
3277,4489,Delhi,8,0,breakfast,premium,power,22,228.7,328,independent,Continental,4.0,"Biryani,Coke",2,330,1,0,1,0,Samosa,40,Starter
3278,5266,Mumbai,13,3,lunch,occasional,new,11,710.5,50,independent,Continental,3.6,"Chicken Fried Rice,Gulab Jamun,Brownie,Paneer Tikka",4,610,1,0,0,1,Ice Cream,90,Dessert
3279,609,Kolkata,20,0,late_night,budget,new,22,813.16,215,chain,Continental,3.9,"Biryani,Mineral Water,Salan",3,370,1,1,1,0,Coke,50,Drink
3280,1852,Kolkata,16,2,dinner,occasional,power,6,445.57,587,independent,Continental,4.3,"Dal Makhani,Spring Rolls,Salad",3,390,1,0,0,0,Coke,50,Drink
3281,927,Hyderabad,17,2,dinner,budget,new,20,922.74,130,independent,Indian,4.1,"Butter Chicken,Roti,Fresh Lime,Ice Cream",4,500,1,0,1,1,Salad,90,Starter
3282,5216,Bangalore,8,3,breakfast,premium,new,26,607.21,557,independent,Continental,3.7,"Paneer Tikka,Chicken Fried Rice,Samosa,Lassi",4,540,1,0,1,0,Coke,50,Drink
3283,4467,Kolkata,18,4,dinner,premium,new,29,484.96,682,chain,Chinese,4.0,Chicken Fried Rice,1,210,1,0,0,0,Naan,40,Bread
3284,2929,Delhi,13,4,lunch,budget,power,2,802.27,773,independent,Indian,4.2,"Paneer Tikka,Brownie,Roti,Gulab Jamun",4,430,1,0,0,1,Coke,50,Drink
3285,4856,Hyderabad,18,3,dinner,occasional,power,5,398.54,723,independent,Continental,4.5,"Chicken Fried Rice,Hakka Noodles,Brownie",3,500,1,0,0,1,Coke,50,Drink
3286,3378,Delhi,18,1,dinner,budget,regular,27,564.56,725,independent,Indian,3.9,"Paneer Tikka,Raita,Lassi",3,350,1,1,1,0,Chicken Wings,180,Starter
3287,2113,Bangalore,11,3,lunch,premium,power,11,800.78,573,independent,Mixed,3.8,"Dal Makhani,Mineral Water",2,200,1,0,1,0,Ice Cream,90,Dessert
3288,3370,Kolkata,15,5,dinner,occasional,power,12,565.32,728,independent,Chinese,4.2,"Hakka Noodles,Biryani",2,470,1,0,0,0,Spring Rolls,120,Starter
3289,5321,Mumbai,17,6,dinner,budget,new,17,578.87,478,independent,Continental,4.1,"Mineral Water,Gulab Jamun",2,100,0,0,1,1,Hakka Noodles,190,Main
3290,988,Hyderabad,19,2,dinner,occasional,new,20,899.76,564,chain,Chinese,4.0,"Raita,Gulab Jamun,Salad",3,230,0,1,0,1,Lassi,70,Drink
3291,1107,Kolkata,13,6,lunch,occasional,new,6,269.19,637,independent,Mixed,4.1,"Butter Chicken,Rasgulla,Raita,Dal Makhani",4,630,1,1,0,1,Mineral Water,20,Drink
3292,829,Hyderabad,9,0,breakfast,occasional,regular,29,426.26,266,independent,Indian,4.4,"Naan,Lassi,Roti,Spring Rolls",4,260,0,0,1,0,Butter Chicken,320,Main
3293,186,Hyderabad,13,5,lunch,occasional,regular,4,408.68,268,independent,Chinese,4.5,Papad,1,25,0,1,0,0,Mineral Water,20,Drink
3294,655,Delhi,18,4,dinner,budget,new,27,991.63,261,independent,Continental,4.5,Chicken Fried Rice,1,210,1,0,0,0,Mineral Water,20,Drink
3295,290,Kolkata,13,1,lunch,premium,regular,25,259.48,363,chain,Indian,4.6,"Dal Makhani,Samosa,Naan,Fresh Lime",4,320,1,0,1,0,Papad,25,Side
3296,5246,Kolkata,12,6,lunch,premium,power,8,900.72,568,chain,Chinese,4.2,Hakka Noodles,1,190,1,0,0,0,Coke,50,Drink
3297,335,Kolkata,18,5,dinner,occasional,new,13,238.03,450,chain,Continental,3.7,"Rasgulla,Butter Chicken,Chicken Fried Rice,Hakka Noodles",4,790,1,0,0,1,Roti,30,Bread
3298,1321,Hyderabad,8,0,breakfast,budget,power,1,984.28,143,chain,Continental,3.9,Hakka Noodles,1,190,1,0,0,0,Coke,50,Drink
3299,1345,Delhi,9,5,breakfast,budget,regular,13,795.14,326,chain,Mixed,4.2,"Biryani,Butter Chicken,Raita",3,660,1,1,0,0,Salan,70,Side
3300,3549,Hyderabad,15,5,dinner,occasional,power,19,268.36,729,independent,Chinese,4.3,"Butter Chicken,Chicken Fried Rice,Coke,Paneer Tikka",4,800,1,0,1,0,Roti,30,Bread
3301,725,Bangalore,13,1,lunch,occasional,power,3,347.47,388,chain,Continental,4.5,Butter Chicken,1,320,1,0,0,0,Naan,40,Bread
3302,4073,Kolkata,11,5,lunch,occasional,regular,14,588.22,524,chain,Chinese,3.9,Dal Makhani,1,180,1,0,0,0,Papad,25,Side
3303,1546,Bangalore,10,3,breakfast,budget,power,26,232.86,300,independent,Chinese,4.5,Hakka Noodles,1,190,1,0,0,0,Coke,50,Drink
3304,368,Kolkata,20,1,late_night,budget,new,9,886.67,750,independent,Indian,4.4,"Hakka Noodles,Roti",2,220,1,0,0,0,Coke,50,Drink
3305,1071,Delhi,22,0,late_night,occasional,new,4,247.99,36,chain,Mixed,4.1,"Paneer Tikka,Roti",2,250,1,0,0,0,Chicken Wings,180,Starter
3306,2329,Mumbai,23,6,late_night,premium,new,21,782.86,635,independent,Continental,4.1,"Chicken Fried Rice,Lassi,Samosa,Butter Chicken",4,640,1,0,1,0,Gulab Jamun,80,Dessert
3307,4191,Hyderabad,13,5,lunch,occasional,regular,28,837.12,82,independent,Indian,4.8,Dal Makhani,1,180,1,0,0,0,Gulab Jamun,80,Dessert
3308,661,Bangalore,10,0,breakfast,budget,new,8,412.69,720,independent,Indian,4.7,"Chicken Fried Rice,Biryani",2,490,1,0,0,0,Coke,50,Drink
3309,1398,Delhi,22,6,late_night,premium,power,26,345.95,125,independent,Continental,4.0,Dal Makhani,1,180,1,0,0,0,Biryani,280,Main
3310,1442,Kolkata,14,6,lunch,budget,regular,24,905.98,233,chain,Mixed,3.8,Fresh Lime,1,60,0,0,1,0,Naan,40,Bread
3311,1575,Mumbai,9,3,breakfast,budget,regular,17,352.05,592,chain,Mixed,3.8,"Fresh Lime,Raita,Salad",3,210,0,1,1,0,Biryani,280,Main
3312,743,Delhi,22,2,late_night,occasional,power,23,294.66,519,chain,Mixed,3.6,"Dal Makhani,Salad,Hakka Noodles,Raita",4,520,1,1,0,0,Papad,25,Side
3313,3419,Hyderabad,16,1,dinner,occasional,power,27,383.76,362,chain,Mixed,4.7,"Biryani,Gulab Jamun,Naan",3,400,1,0,0,1,Samosa,40,Starter
3314,2261,Hyderabad,13,4,lunch,occasional,new,17,931.93,106,chain,Continental,4.2,"Butter Chicken,Spring Rolls,Hakka Noodles,Ice Cream",4,720,1,0,0,1,Chicken Fried Rice,210,Main
3315,1751,Hyderabad,13,1,lunch,premium,regular,20,919.15,505,chain,Continental,4.5,"Hakka Noodles,Raita,Coke",3,300,1,1,1,0,Spring Rolls,120,Starter
3316,1437,Hyderabad,12,2,lunch,budget,power,9,627.58,727,chain,Chinese,4.1,Paneer Tikka,1,220,1,0,0,0,Dal Makhani,180,Main
3317,5532,Delhi,23,0,late_night,premium,new,18,403.01,285,independent,Mixed,4.7,"Paneer Tikka,Mineral Water",2,240,1,0,1,0,Ice Cream,90,Dessert
3318,2421,Hyderabad,23,5,late_night,occasional,new,20,851.74,477,independent,Continental,3.7,"Biryani,Butter Chicken,Salad",3,690,1,0,0,0,Gulab Jamun,80,Dessert
3319,711,Mumbai,14,5,lunch,premium,power,13,455.99,5,independent,Chinese,4.0,"Chicken Fried Rice,Brownie",2,310,1,0,0,1,Roti,30,Bread
3320,5182,Hyderabad,9,5,breakfast,budget,power,25,354.73,417,independent,Chinese,3.7,Paneer Tikka,1,220,1,0,0,0,Lassi,70,Drink
3321,4823,Delhi,17,3,dinner,budget,regular,20,322.48,490,independent,Chinese,4.6,"Paneer Tikka,Roti",2,250,1,0,0,0,Naan,40,Bread
3322,2555,Kolkata,9,3,breakfast,occasional,power,23,926.46,86,independent,Continental,3.9,Hakka Noodles,1,190,1,0,0,0,Spring Rolls,120,Starter
3323,2047,Bangalore,12,1,lunch,budget,regular,6,626.61,228,independent,Indian,4.5,Paneer Tikka,1,220,1,0,0,0,Mineral Water,20,Drink
3324,3519,Bangalore,17,3,dinner,budget,power,3,965.65,580,independent,Indian,4.4,Chicken Fried Rice,1,210,1,0,0,0,Fresh Lime,60,Drink
3325,5229,Mumbai,12,6,lunch,budget,regular,1,370.08,74,independent,Indian,4.5,Butter Chicken,1,320,1,0,0,0,Mineral Water,20,Drink
3326,5236,Delhi,12,6,lunch,occasional,regular,13,684.48,544,independent,Mixed,4.1,Chicken Fried Rice,1,210,1,0,0,0,Mineral Water,20,Drink
3327,1865,Bangalore,20,0,late_night,premium,regular,8,829.93,726,chain,Mixed,3.9,Butter Chicken,1,320,1,0,0,0,Brownie,100,Dessert
3328,2013,Delhi,20,6,late_night,occasional,regular,1,956.47,45,chain,Mixed,3.6,Butter Chicken,1,320,1,0,0,0,Raita,60,Side
3329,3654,Mumbai,16,6,dinner,budget,new,17,784.22,149,chain,Mixed,4.2,Biryani,1,280,1,0,0,0,Gulab Jamun,80,Dessert
3330,3528,Bangalore,10,3,breakfast,budget,power,12,872.33,137,independent,Chinese,4.7,"Coke,Gulab Jamun,Lassi",3,200,0,0,1,1,Samosa,40,Starter
3331,3518,Bangalore,10,6,breakfast,occasional,regular,6,920.9,39,independent,Chinese,4.1,Dal Makhani,1,180,1,0,0,0,Naan,40,Bread
3332,5748,Kolkata,13,5,lunch,budget,new,14,665.75,521,chain,Indian,4.6,"Paneer Tikka,Chicken Wings,Chicken Fried Rice,Dal Makhani",4,790,1,0,0,0,Naan,40,Bread
3333,5526,Hyderabad,11,4,lunch,occasional,power,17,779.4,354,chain,Continental,3.5,"Biryani,Gulab Jamun,Mineral Water,Salad",4,470,1,0,1,1,Salan,70,Side
3334,2749,Kolkata,18,1,dinner,budget,regular,26,537.65,168,chain,Mixed,4.1,"Paneer Tikka,Raita,Brownie",3,380,1,1,0,1,Butter Chicken,320,Main
3335,3912,Mumbai,18,4,dinner,premium,regular,16,791.73,658,chain,Chinese,4.5,Biryani,1,280,1,0,0,0,Coke,50,Drink
3336,5480,Hyderabad,19,5,dinner,budget,regular,9,649.22,473,independent,Indian,4.5,"Butter Chicken,Raita,Hakka Noodles",3,570,1,1,0,0,Naan,40,Bread
3337,694,Mumbai,16,4,dinner,occasional,regular,23,351.08,624,chain,Indian,3.8,"Biryani,Coke",2,330,1,0,1,0,Gulab Jamun,80,Dessert
3338,368,Kolkata,13,2,lunch,premium,regular,24,977.08,559,independent,Continental,4.2,"Hakka Noodles,Coke",2,240,1,0,1,0,Spring Rolls,120,Starter
3339,3889,Bangalore,20,3,late_night,occasional,power,16,993.29,148,chain,Continental,3.7,"Hakka Noodles,Samosa,Fresh Lime",3,290,1,0,1,0,Brownie,100,Dessert
3340,3017,Delhi,15,5,dinner,premium,new,27,644.74,82,independent,Chinese,4.5,"Butter Chicken,Chicken Wings",2,500,1,0,0,0,Naan,40,Bread
3341,669,Mumbai,14,6,lunch,occasional,regular,6,450.82,16,independent,Continental,4.0,"Biryani,Hakka Noodles,Butter Chicken,Rasgulla",4,860,1,0,0,1,Naan,40,Bread
3342,2424,Kolkata,16,0,dinner,premium,power,12,890.46,736,chain,Mixed,4.5,"Biryani,Samosa,Gulab Jamun,Salad",4,490,1,0,0,1,Salan,70,Side
3343,4340,Kolkata,17,1,dinner,budget,new,4,459.79,607,chain,Chinese,4.7,Hakka Noodles,1,190,1,0,0,0,Spring Rolls,120,Starter
3344,3224,Bangalore,23,6,late_night,premium,power,27,601.2,460,chain,Mixed,4.4,Salan,1,70,0,1,0,0,Gulab Jamun,80,Dessert
3345,1049,Bangalore,23,2,late_night,budget,new,21,666.48,131,chain,Mixed,4.7,"Dal Makhani,Gulab Jamun,Brownie",3,360,1,0,0,1,Roti,30,Bread
3346,2660,Kolkata,10,0,breakfast,budget,power,13,559.26,525,independent,Chinese,4.4,"Butter Chicken,Dal Makhani,Gulab Jamun,Rasgulla",4,650,1,0,0,1,Paneer Tikka,220,Main
3347,1709,Kolkata,9,5,breakfast,occasional,power,10,995.18,659,independent,Mixed,4.3,"Dal Makhani,Spring Rolls,Samosa,Roti",4,370,1,0,0,0,Naan,40,Bread
3348,3563,Delhi,15,6,dinner,premium,new,1,531.19,441,independent,Chinese,4.0,"Paneer Tikka,Papad,Ice Cream,Spring Rolls",4,455,1,1,0,1,Salan,70,Side
3349,2742,Mumbai,19,6,dinner,occasional,power,6,835.41,623,independent,Chinese,3.7,Chicken Fried Rice,1,210,1,0,0,0,Spring Rolls,120,Starter
3350,5904,Mumbai,22,3,late_night,budget,new,28,753.29,654,chain,Chinese,4.6,"Hakka Noodles,Mineral Water,Paneer Tikka",3,430,1,0,1,0,Spring Rolls,120,Starter
3351,3205,Bangalore,9,4,breakfast,premium,power,29,498.36,344,independent,Indian,4.4,Hakka Noodles,1,190,1,0,0,0,Coke,50,Drink
3352,3245,Delhi,21,2,late_night,premium,new,15,742.56,432,independent,Continental,3.5,"Dal Makhani,Hakka Noodles,Ice Cream,Mineral Water",4,480,1,0,1,1,Gulab Jamun,80,Dessert
3353,4868,Mumbai,15,2,dinner,budget,power,24,798.68,220,chain,Mixed,4.2,"Paneer Tikka,Ice Cream,Roti",3,340,1,0,0,1,Lassi,70,Drink
3354,1300,Kolkata,10,4,breakfast,premium,new,27,484.99,412,independent,Chinese,4.2,"Brownie,Biryani",2,380,1,0,0,1,Dal Makhani,180,Main
3355,184,Kolkata,18,4,dinner,budget,regular,14,444.78,282,chain,Chinese,4.4,Dal Makhani,1,180,1,0,0,0,Roti,30,Bread
3356,1125,Bangalore,17,4,dinner,budget,power,22,525.66,619,independent,Continental,4.7,"Salan,Chicken Fried Rice,Hakka Noodles,Lassi",4,540,1,1,1,0,Spring Rolls,120,Starter
3357,2993,Bangalore,19,3,dinner,premium,new,19,378.54,498,independent,Indian,3.7,"Butter Chicken,Naan",2,360,1,0,0,0,Brownie,100,Dessert
3358,4325,Mumbai,22,4,late_night,budget,new,28,323.78,576,chain,Indian,4.5,Chicken Fried Rice,1,210,1,0,0,0,Brownie,100,Dessert
3359,5353,Bangalore,19,6,dinner,budget,regular,28,741.55,301,independent,Indian,4.7,"Paneer Tikka,Chicken Wings,Samosa,Salan",4,510,1,1,0,0,Raita,60,Side
3360,4140,Bangalore,12,5,lunch,occasional,regular,13,424.92,38,independent,Chinese,4.7,"Dal Makhani,Chicken Wings,Salad,Raita",4,510,1,1,0,0,Lassi,70,Drink
3361,5067,Bangalore,8,1,breakfast,premium,regular,29,643.79,450,chain,Continental,4.1,"Hakka Noodles,Spring Rolls",2,310,1,0,0,0,Lassi,70,Drink
3362,1811,Bangalore,17,5,dinner,premium,regular,27,269.79,618,independent,Mixed,3.8,"Hakka Noodles,Salad,Gulab Jamun,Samosa",4,400,1,0,0,1,Spring Rolls,120,Starter
3363,4110,Bangalore,21,6,late_night,budget,regular,13,965.17,398,independent,Chinese,4.7,"Butter Chicken,Coke,Raita",3,430,1,1,1,0,Roti,30,Bread
3364,567,Delhi,18,0,dinner,premium,power,28,976.74,636,independent,Indian,3.5,"Paneer Tikka,Gulab Jamun,Spring Rolls",3,420,1,0,0,1,Mineral Water,20,Drink
3365,5304,Hyderabad,19,1,dinner,budget,regular,23,284.32,307,chain,Continental,3.7,"Butter Chicken,Chicken Fried Rice,Ice Cream,Naan",4,660,1,0,0,1,Raita,60,Side
3366,2656,Mumbai,11,2,lunch,budget,regular,20,664.77,425,chain,Indian,4.4,Chicken Fried Rice,1,210,1,0,0,0,Raita,60,Side
3367,5961,Hyderabad,16,0,dinner,budget,power,26,555.51,22,independent,Continental,4.7,"Chicken Fried Rice,Paneer Tikka,Coke,Naan",4,520,1,0,1,0,Spring Rolls,120,Starter
3368,319,Hyderabad,8,6,breakfast,budget,new,1,295.87,437,independent,Continental,3.8,Chicken Fried Rice,1,210,1,0,0,0,Biryani,280,Main
3369,1830,Mumbai,10,3,breakfast,budget,new,25,756.25,497,chain,Chinese,4.5,"Salan,Butter Chicken",2,390,1,1,0,0,Biryani,280,Main
3370,4405,Hyderabad,15,4,dinner,occasional,power,1,521.29,693,independent,Continental,3.6,"Chicken Fried Rice,Dal Makhani,Salan",3,460,1,1,0,0,Chicken Wings,180,Starter
3371,2464,Delhi,16,1,dinner,budget,power,12,436.9,203,independent,Continental,4.7,"Paneer Tikka,Fresh Lime",2,280,1,0,1,0,Coke,50,Drink
3372,4400,Mumbai,16,5,dinner,premium,new,2,908.54,728,independent,Continental,3.7,"Butter Chicken,Coke,Ice Cream",3,460,1,0,1,1,Biryani,280,Main
3373,2926,Delhi,23,5,late_night,occasional,regular,29,427.15,46,independent,Indian,3.6,"Paneer Tikka,Papad",2,245,1,1,0,0,Raita,60,Side
3374,1788,Hyderabad,12,6,lunch,premium,power,18,298.41,13,chain,Indian,4.6,Rasgulla,1,70,0,0,0,1,Coke,50,Drink
3375,3556,Hyderabad,8,2,breakfast,budget,new,5,221.99,537,chain,Mixed,3.6,Fresh Lime,1,60,0,0,1,0,Biryani,280,Main
3376,4741,Bangalore,21,6,late_night,premium,new,14,598.92,1,independent,Continental,4.7,"Dal Makhani,Salan",2,250,1,1,0,0,Naan,40,Bread
3377,790,Hyderabad,19,1,dinner,premium,new,13,587.58,685,chain,Indian,4.7,Chicken Fried Rice,1,210,1,0,0,0,Salan,70,Side
3378,1618,Mumbai,18,5,dinner,premium,new,6,764.24,672,chain,Chinese,4.3,Roti,1,30,0,0,0,0,Hakka Noodles,190,Main
3379,2118,Delhi,8,5,breakfast,budget,new,13,661.43,277,independent,Mixed,4.2,"Dal Makhani,Ice Cream",2,270,1,0,0,1,Papad,25,Side
3380,1037,Mumbai,16,4,dinner,premium,regular,21,950.3,15,independent,Indian,4.2,Paneer Tikka,1,220,1,0,0,0,Spring Rolls,120,Starter
3381,204,Mumbai,12,3,lunch,premium,new,5,265.19,361,independent,Mixed,4.5,"Biryani,Brownie,Ice Cream",3,470,1,0,0,1,Mineral Water,20,Drink
3382,989,Delhi,16,5,dinner,budget,regular,6,986.23,631,chain,Chinese,4.7,"Ice Cream,Chicken Fried Rice",2,300,1,0,0,1,Fresh Lime,60,Drink
3383,2779,Hyderabad,20,3,late_night,occasional,regular,5,286.51,368,chain,Chinese,4.4,"Mineral Water,Coke",2,70,0,0,1,0,Gulab Jamun,80,Dessert
3384,4954,Bangalore,16,2,dinner,occasional,new,2,593.77,528,independent,Mixed,3.6,Dal Makhani,1,180,1,0,0,0,Naan,40,Bread
3385,1738,Mumbai,13,6,lunch,occasional,power,29,868.92,111,independent,Continental,4.0,"Hakka Noodles,Paneer Tikka,Mineral Water",3,430,1,0,1,0,Spring Rolls,120,Starter
3386,1981,Kolkata,14,4,lunch,occasional,new,10,475.21,624,independent,Continental,4.2,"Chicken Fried Rice,Ice Cream",2,300,1,0,0,1,Naan,40,Bread
3387,3350,Delhi,19,5,dinner,occasional,regular,22,874.77,82,chain,Continental,4.2,Butter Chicken,1,320,1,0,0,0,Naan,40,Bread
3388,4775,Kolkata,16,6,dinner,budget,new,17,814.24,627,chain,Chinese,4.1,"Dal Makhani,Lassi,Biryani,Spring Rolls",4,650,1,0,1,0,Butter Chicken,320,Main
3389,2490,Bangalore,14,1,lunch,occasional,new,9,708.77,793,independent,Mixed,3.7,"Hakka Noodles,Naan",2,230,1,0,0,0,Spring Rolls,120,Starter
3390,1049,Delhi,8,4,breakfast,occasional,regular,11,603.18,10,independent,Indian,3.7,"Biryani,Lassi,Fresh Lime,Hakka Noodles",4,600,1,0,1,0,Coke,50,Drink
3391,2795,Mumbai,11,5,lunch,budget,new,22,792.07,787,chain,Indian,3.7,Hakka Noodles,1,190,1,0,0,0,Naan,40,Bread
3392,1923,Hyderabad,16,3,dinner,occasional,new,22,595.94,617,independent,Mixed,3.6,"Mineral Water,Salad,Papad",3,135,0,1,1,0,Ice Cream,90,Dessert
